transaction_amount,customer_age,account_balance,transaction_hour,merchant_risk_score,failed_login_attempts,transaction_region,customer_type,payment_mode,card_type,fraud_flag
-0.5821181259758721,-0.977381004222581,0.1401226974028308,0.536301090298765,-1.998835106209218,-0.7861181847139406,South,Corporate,Retail,Premium,0
0.9977746311415834,0.6433949032315764,-2.206726684617784,0.1130219493993097,-0.9894427079233928,0.196597316867542,West,Corporate,Distributor,Basic,1
-2.845388404765319,0.5755428150289478,0.2550832615792257,1.7658565489811489,-1.6907349559269622,0.886641484542889,,Consumer,Distributor,Basic,1
-0.0624486692321744,1.204324790123032,1.8011901390717602,0.7191366167366198,-2.293257807819236,1.5754333875309483,North,Consumer,Online,Premium,1
0.2552957618288554,0.7952595388427841,-3.031812558115631,0.3517418093426868,-2.908999242774432,1.877792633476357,South,Corporate,Retail,Premium,1
-3.189872018297911,1.0456551691059055,-1.0512567580255945,2.7654908939005365,-0.0793082200290015,-1.4029667513570745,West,Corporate,Distributor,Standard,0
-2.09429164697933,0.2457919695100958,1.0812813073695973,1.1715834291178406,0.3224502881994817,-0.2888118328432418,West,Corporate,Online,Basic,0
-0.9102425586853072,-1.457506388539334,-2.352601834826781,1.3553935228564755,-2.7416951969027368,-2.577480932040138,South,Corporate,Distributor,Standard,0
-0.2086349984391176,1.1608873449017725,-0.4800013193856884,1.0684184826173209,0.5927608803232056,-0.9554833777798772,West,Consumer,Online,Basic,0
-2.710203021167594,0.9109491251646316,-0.4463708063429202,2.377587824532445,-0.9849600052178396,-0.6491896530733869,South,Home Office,Retail,Basic,1
-0.6953192980086988,-1.4356830527426814,-1.3482268815651215,0.5880780843842635,-2.097878415996321,-1.3881149110277824,East,Corporate,Online,Premium,0
-0.7482690829400693,0.0704552312061005,-0.8794084138977193,-0.1647353038958825,1.3127535656774572,0.4869009100080397,West,Home Office,Distributor,Standard,0
2.307756940604339,2.2635002787436083,0.3936660981431819,0.2136510015603315,-0.1369498223404914,0.3459215956724111,East,Corporate,Distributor,Premium,1
-0.553941228959761,1.15097689787116,0.6638326403222876,1.1748495636927836,-0.8916648303728898,0.091004846468819,West,Consumer,Retail,Premium,1
-1.1571732328506728,1.0735633542595506,-0.2972048152485665,0.7735118298069287,-0.865021571345151,1.5642241928031706,East,Corporate,Online,Basic,1
-1.709430317894692,1.945850658070371,-1.2944859348099529,3.422616969982536,-0.160911837975626,-3.2065600039875237,West,Consumer,Distributor,Basic,0
1.385286582907555,1.1311037678432896,0.6129814694541437,-0.145431816406912,-0.5469363445044145,0.8088666436477296,East,Home Office,Online,Basic,1
-0.7896229420958939,-1.8445482544108736,-0.1871073063644529,0.4657338553455568,-1.7173876456361434,-1.8317776595816,East,Consumer,Retail,Premium,0
-2.288919152010296,0.1482966088314238,0.1406908012837433,1.5882614778377526,0.3854218060700001,-1.2325431303369068,West,Home Office,Distributor,Premium,0
-0.0600580827075495,0.8462245759831278,0.4469339196474144,1.4099746876897616,-2.461320184061849,-0.4613490676657708,North,Corporate,Distributor,Basic,1
1.6315438736015426,1.1883327366675465,-1.683611874651698,-0.2607052012797596,-1.6465657124199362,1.5814137840410325,East,Consumer,Distributor,Standard,1
-1.5917489753137732,-0.3499050788041898,-0.1138220481946908,1.7080450145206698,-1.6245956405076043,-1.743388333356507,North,Consumer,Retail,Standard,0
-0.1807696307124096,1.0155288798052058,-1.352491794192548,0.5422085173262797,-1.8776616006909448,1.5843464991596514,West,Corporate,Distributor,Standard,1
-2.3863375435438203,-0.6548245630578695,0.1304398811930631,0.940617972787522,-0.6089547541661771,-0.1539131405461203,North,Consumer,Distributor,Standard,0
-2.609123143239506,0.5519315129018036,-0.2990429869080946,2.635017227954214,-0.8660028292439702,-1.9604523206436748,,Home Office,Retail,,0
-1.2435163382969738,1.84150171384673,-0.3971132247461133,1.7760718047725117,-1.4604343159015092,0.8018876202524552,North,Consumer,Online,Basic,1
0.5225243631961043,0.2974485558145771,0.616771561488367,-0.1103602415466182,-0.3809780605457519,0.3565959927315364,East,Corporate,Retail,Basic,1
1.0153765777221428,2.3200125027764966,1.214784814236989,0.8284868466955266,1.7845061352251044,-0.7978052270617317,South,Consumer,Retail,Basic,0
0.3271296090141316,0.943860487873864,0.1277377538430975,-0.0283739162022607,-2.392556442366611,2.5817330101609066,North,Corporate,Distributor,Basic,1
-0.5854639977401799,-1.2209469894648768,0.2744314044191983,-0.271449895006271,-0.5217324199411744,-0.1712658511739361,East,Consumer,Distributor,Standard,0
3.6729130127863705,1.869837642238495,2.6998868624364216,-0.8612402246782798,-0.068408381379425,0.7485234128311438,North,Home Office,Retail,Premium,1
-2.3827562236307616,1.1693586430023817,-0.8272178740057607,1.2957547305565345,-1.0953404062761034,1.9707642821833384,East,Home Office,Distributor,Basic,1
2.577409031576476,1.1201466674294092,-0.2091219051661326,-0.7122257666774449,0.5333470641085354,0.1338544835988429,South,Corporate,Online,Premium,1
3.1539796456494,1.0978604695402514,0.2979456380622364,-0.3645479114546076,-0.382030803192992,-0.7721253708326998,South,Consumer,Distributor,Basic,1
0.1346141451708317,0.5399077931650917,0.264891600294041,0.0417734681351842,-0.8391893421728782,1.0665717236905867,West,Corporate,Retail,Standard,1
-1.3681145016217786,0.2376859793466043,0.1938743337826635,0.6439534305482156,1.1277780019460104,-0.3672484744721249,South,Home Office,Retail,Premium,0
-3.1873165548369693,-0.0082208302059658,1.3604434932525538,1.470816120628644,1.1496326437852913,-0.6779113119571796,South,Home Office,Retail,Basic,0
0.01575596400906,-0.6982480430523197,-0.7201067070835717,-1.991620702137625,2.6765212969264223,1.9529388106516143,East,Corporate,Retail,Standard,0
0.6774233052716994,0.6030038935677218,-0.1299157799954351,0.0912858092577849,1.0423644360504651,-0.7337643768012052,South,Consumer,Distributor,Basic,1
-0.6241630801545679,-1.7749742734230214,-1.0298528097569697,-0.3845139138997731,-0.7811050060702108,-0.5077388850914926,South,Corporate,Retail,Standard,0
-0.8993714691763997,,-0.4523084320214889,1.259985100309439,-1.2829163967804522,0.9875476742441568,North,Home Office,Online,Standard,1
0.8992014618540389,1.487429013976569,-0.6302960378452985,1.063468221369885,-1.8533330013664056,-0.1510766789294768,North,Consumer,Distributor,Premium,1
-2.187108262173731,-0.9633094187189366,1.2349424549311776,1.4897377931394526,-0.7295301890416516,-2.0324570583861736,East,Consumer,Distributor,Basic,0
0.0598380392384771,2.3951826021971367,1.304430539521818,2.280167162387706,0.9926527484972042,-2.542871562781221,North,Corporate,Distributor,Basic,0
0.0387771878156857,-1.48460536846999,0.1247113817760644,-0.7335048734754557,-1.0939124416406016,0.2005739348524173,West,Consumer,Distributor,Premium,0
-0.1319284778564672,-0.2731737080938248,-0.1953813627028743,-0.8600608195995592,,0.7359661020453303,North,Home Office,Retail,Basic,0
1.1819967970550884,1.1738589541032605,-0.4930068044348368,0.2008023594372833,-0.6006995949741702,0.3170381478357625,West,Corporate,Distributor,Basic,1
0.151190735178667,2.805892985963176,-0.6688575066170726,1.0859906860669106,,1.5865543948585077,,Corporate,Retail,Standard,0
0.3140233674061229,0.435191017931243,0.2501798779152194,-0.1058179525949632,0.2187664667026658,0.3993052632104596,,Consumer,Distributor,Basic,1
-0.4362917225658549,-0.8349388782283402,-0.0826499985670917,1.0354282434942834,-2.2597953737581973,-1.7444457466955052,West,Corporate,Distributor,Standard,0
0.8655229275804848,1.077982450080825,-0.1312068505893491,0.0453797778998999,1.5306646553456944,-0.4476340007425725,West,Home Office,Distributor,Basic,1
-0.759529202077472,0.4542381963042959,0.2562801647767385,0.6920654981230753,-2.52099962425302,1.455343184297791,East,Consumer,Distributor,Basic,1
-1.1268444518216143,-1.0477807547942848,-0.9139279039946304,0.7215312267768133,-1.5156933468102531,-1.0272725025367655,North,Corporate,Distributor,Basic,0
-1.2525603239539282,1.6881322902338711,0.2708267706734796,2.0787231767705427,0.9904117044523302,-1.6575106718728825,North,Home Office,Distributor,Basic,0
-0.1458589577455484,-1.0811648616964902,-0.5270507779430349,0.2512935024245971,-1.0196265773131954,-1.3628261601843696,East,Corporate,Online,Basic,0
-1.9482629773602975,0.1226603141810276,1.030080000156191,1.610132921127888,-0.5557780313271393,-1.1049183003903893,,Corporate,Retail,Premium,0
0.2457913262573456,1.5551019575754446,0.3347216496371614,0.9649585751544724,-1.2119102900821694,0.4935073529222211,East,Home Office,Online,,1
-1.585487945862302,0.7685506735572164,-0.521656066807379,1.0844041409888874,-2.134507360312127,1.6585433647056644,South,Home Office,Distributor,Basic,1
-1.843226082755537,0.0040264199629407,0.6485284478103333,1.3728273240138875,0.2516312369024729,-1.3434741844351004,East,Consumer,Distributor,Premium,0
-0.2608660406023312,0.5866308894397405,0.7303878250721202,-0.0405463161127958,1.9044574629423503,0.0409977525119302,South,Home Office,Retail,Premium,0
-0.5052841068869204,1.6227965503149382,0.0319531894727201,1.858361886717975,0.1014874461188508,-1.4996030974854666,South,Home Office,Online,Premium,0
-2.5761992910019504,-0.4979655149227595,1.3105988519701424,1.01097556430241,0.0370134966946136,-0.2870078972073669,North,Consumer,Distributor,Standard,0
-1.4474258610637158,-0.3538512996724559,-0.0325316377621738,1.0459388236977805,-1.004445469656023,-0.745606707786012,North,Home Office,Distributor,Basic,0
-0.2229108857153527,2.1325822921069086,0.4506756701761268,1.4846802238220136,-0.9754413377125436,0.4831460288440776,North,Home Office,Retail,,1
1.495818850185203,1.1095868734934478,-0.1817071090568934,-0.6218811322532188,-1.524056990208613,2.385055632483815,East,Corporate,Retail,Basic,1
-0.0749191026532234,2.301802155757641,0.0455408032611456,1.297024335635183,2.555854239759785,-1.2082200940278882,South,Consumer,Distributor,Basic,0
3.063030239873362,1.62030827263981,0.5299207094844673,-0.7081089539248091,0.4255234862917132,0.38659141404477,East,Corporate,Online,Premium,1
-0.396608793815966,0.8196189395582696,-0.0806263387484692,1.6330325608783247,-2.845258612683069,-0.4121767736613544,South,Corporate,Retail,Basic,1
-2.854224736424298,1.968068138840453,0.9750556954566522,1.8100287611037345,-0.1375532414724809,1.8458504736646544,South,Consumer,Distributor,Standard,1
0.2781217910589995,0.8421072174664049,-1.525712567558874,0.3019565007578512,-1.3739198960601298,1.074774172457364,South,Home Office,Distributor,Standard,1
-1.9188529494934088,2.280014027328848,0.5764349327419102,2.0529414691181014,-0.5135833777544436,0.9395057062533264,West,Home Office,Retail,Premium,1
1.5621449473947866,0.6723033568328114,0.7882972803019498,-0.5974515100656652,1.2266751279334418,-0.1067629972244093,North,Consumer,Distributor,Basic,1
-0.5130202016197966,0.6673773199208393,1.8267649905040144,0.6547863390021341,0.6179105443935093,-0.3864447735099188,East,Corporate,Distributor,Basic,0
-0.9015259352913312,-1.0210493307955462,-0.2465952950920255,0.3733936550537252,-0.9143753900090664,-0.79744060262673,South,Corporate,Distributor,Basic,0
-0.8957572465037502,0.9999829524986036,-0.5161506428195033,0.7970503383254988,1.7772075696854874,-0.5422696862660816,North,Home Office,Online,Standard,0
-2.6979538116750508,1.9815490554946011,1.6694624735848833,1.7503347616271625,0.4685457059571096,1.4535520515036475,South,Consumer,Distributor,Premium,1
-2.281248566728384,,1.170105452996821,2.1595607938670605,-3.275011563092324,0.1959141524463961,East,Consumer,Retail,Basic,1
-1.9244335332870008,-0.4915817388815899,0.9892828852105046,0.4854406912617383,0.8586274925094328,-0.2777523883866762,West,Consumer,Retail,Standard,0
-3.0067053705326408,0.4801811523252648,1.479526310582462,3.409812248457447,-1.5934396181870638,-2.986969799064344,East,Corporate,Retail,Premium,0
-3.962005336678615,-0.017725346462079,0.6312549124249708,0.8438989722271486,-0.8836341564523953,2.902809001308687,North,Corporate,Distributor,Premium,1
-1.3322778061223073,0.2681545831857476,1.528012371492702,0.4721742551758798,1.4579743711759163,-0.1669547748585393,South,Home Office,Retail,Standard,0
-2.296584683047657,0.9392278358760608,1.770230811472946,1.2497764857765106,-1.6138201396708194,1.9740080622942395,East,Corporate,Retail,Standard,1
-1.2695389603427314,-0.5692012349365081,0.301688353810127,1.7084668252936686,-2.714891739645065,-1.7336604675020757,East,Consumer,Retail,Basic,1
0.292344097845679,1.8144068865183456,-0.453041949565253,0.6978554881502514,0.1607908944537477,0.584607996671105,East,Home Office,Online,Standard,1
3.2827385853116358,1.1222881400819111,0.497933749605515,-1.1929705732796072,0.6391838528491645,0.4221080186922292,South,Home Office,Online,Basic,1
0.0022350430041997,-1.7179420211482317,0.961347461260628,-2.955664411494796,,2.725282470756348,West,Consumer,Retail,Basic,0
-2.9948804982992594,0.2439883460482197,-3.101092753501658,2.1160513760977557,-2.15692887699083,0.0402374543006376,West,Corporate,Retail,Standard,1
-2.8043147294820523,-0.082080863830111,-0.4348077681554576,2.5464203547676854,-1.1838201300873858,-2.2621518251465886,West,Corporate,Retail,Premium,0
-0.0881847813274028,1.3899029781502854,0.2787764944042655,1.4254267074467537,-1.6266853627830031,-0.1986873203464623,North,Home Office,Online,Premium,1
-0.8648167671743242,-1.0729399407646318,1.066827489137239,0.8934509508348293,-2.181486034549604,-1.336814749187376,North,Corporate,Distributor,Premium,0
-1.7741309271111017,-0.5333965083374724,-0.3955448578674655,1.59290237499645,-1.4692757032890311,-1.6378910214264626,North,Corporate,Online,Basic,0
-1.7769588357881076,-0.2006505833309416,-0.7573203167317438,1.381641482383901,-0.7517941211335709,-1.1055208355345203,North,Consumer,Online,Standard,0
-2.666579249732372,-0.3621876420321319,1.8780733513630512,0.7589477829686195,0.7428081875868038,0.15761473120584,East,Home Office,Online,Basic,0
1.022869562464068,0.6417094952028126,-1.5913499446304766,-0.0549924645887553,-0.8293657458148677,0.4597576769638024,East,Home Office,Retail,Standard,1
-1.9330598116636075,2.627954576371355,-1.3534341293199093,3.872265064829488,0.4308393408743737,-3.392448632337235,East,Consumer,Retail,Premium,0
0.8316860451602195,1.7040382937414524,-0.634092043923943,0.700667754967669,-0.8959851688041681,0.4878159381049544,South,Consumer,Retail,Premium,1
-2.033942209576676,-0.2058093347833225,-0.7843484631857202,0.8677346306540629,0.51789518186383,-0.4233039359148229,North,Home Office,Retail,Standard,0
-0.2109442295071057,-1.4614290031825248,-0.0061042148365139,-0.1292558636717272,-0.8441652617368801,-1.0635123912597344,South,Consumer,Retail,Basic,0
-2.1055554653896813,-0.7142495681840266,-1.1089100125197704,-0.5377440098608872,2.0774598910316544,1.2293931760254757,North,Consumer,Distributor,Basic,0
-0.8609374708227014,,-0.2426949272908678,-0.829752868408121,1.598743994119096,0.9659897398970778,South,Consumer,Online,Standard,0
-1.4207002580853847,0.2346736959431193,-1.3118203853543455,0.9063840906069656,0.6272688742561385,-0.6147126749733203,South,Home Office,Online,Basic,0
-1.395263976469826,2.139759290800683,-0.803285074769161,1.1888786048679436,0.1756980608835403,1.7520603495607838,East,Consumer,Retail,Basic,1
0.0459594638962663,-2.335674506716885,-0.3392941439035337,-1.0249892779346526,-1.2759422368952278,-0.2492525374376214,East,Home Office,Distributor,Standard,0
-1.7179749300333236,-0.3789720287602289,0.7745607135830153,1.9543799788441327,-1.4939277852442412,-2.306061803350188,South,Corporate,Online,Basic,0
1.9428514724550527,0.7915691433802858,0.176237754318933,-0.4970764303309964,0.233629387169979,0.0364339769539969,West,Corporate,Retail,Basic,1
-0.4257929733085391,2.227065799308984,1.815642210946596,2.5386957262694314,0.7351574196653878,-2.698362665677196,North,Home Office,Distributor,Premium,0
-0.8465685617733589,0.6516235801609739,-1.226897971112741,-0.0449149756857227,2.378405914778797,0.4918334251696834,East,Home Office,Distributor,Premium,0
-0.4268220545832926,-1.6377139498837785,0.8917348874530918,-0.4493041990483727,-0.8046463608541047,-0.3581223556804915,East,Corporate,Retail,Standard,0
1.1730016029972767,0.6297875169540718,-1.1309057827524918,-0.2933081618344353,0.1541169851036066,0.218953740604477,East,Home Office,Retail,Standard,1
-1.645191238669227,0.566909829960724,0.5750174647071121,0.62434628133814,1.593156154296012,0.1703539384322874,East,Corporate,Retail,Basic,0
-1.2560347973466957,-1.6943302863573182,-1.6967609285901004,-1.7224597313887315,1.7466072684169145,1.8523912603406512,South,Home Office,Retail,Standard,0
-0.6023105776098598,-1.2451703547166573,0.9941747770972978,-0.1490450052798009,-1.0711724441342318,-0.1301609969402886,South,Consumer,Distributor,Basic,0
-2.1651998976689653,-0.2170524722521191,-0.6813476003458467,1.382037146583022,-0.6201410291570686,-0.7865117173449924,North,Corporate,Online,Standard,0
-4.305979211531206,0.1170793367997987,1.3463595232403225,0.979124981350156,,2.3746189989650204,North,Corporate,Retail,Premium,1
-0.1116428208199927,0.6896588480288879,-0.2026450878552225,0.1682205788230974,-1.2090863704323025,1.4908045850558351,North,Corporate,Retail,Premium,1
0.518653681315359,0.423304056172564,0.0263921981074795,-0.0185463952628192,,0.2368584462909113,South,Corporate,Online,Basic,1
0.8959494294907248,0.9294609091634504,0.6070253615169923,0.2457149091192442,-0.7713934823042697,0.2772654461151229,West,Consumer,Distributor,Standard,1
-1.6944211567880574,1.2167224478275411,-1.2274858453066089,1.6749452080182865,-1.712296925164685,0.7824487099904511,North,Home Office,Distributor,Basic,1
0.6746452628442603,1.2375552150144895,0.9593345531345294,0.3437014068457178,-1.4155204599933813,1.1432536109525175,South,Consumer,Retail,,1
-0.8474041423737896,-0.9919071851165012,-0.6971540669936295,-1.377194511068702,1.6514434933296007,1.6770402391122463,South,Home Office,Retail,Standard,0
-1.5731278224295409,-0.9612307068457592,1.258548199938391,1.594112621230746,-1.4646872824541823,-2.4871513627364386,North,Home Office,Distributor,Standard,0
0.9618251447441966,2.0197817556638924,-0.2106753165503067,0.5364380825745683,-2.893029185338356,2.4417256438095305,West,Consumer,Online,Standard,1
-2.1324255770680187,0.4832712099091951,0.7841903679013909,1.2866392511086375,0.8111339250490671,-0.4772408949111943,East,Home Office,Online,Basic,0
-1.2034586458409238,-0.8803775437040372,0.9618205647610092,0.5902295605313885,-0.5243351437443682,-1.0136288021662307,East,Consumer,Online,Basic,0
2.276796773488376,0.8794986677493757,-1.2009552285882343,-0.8640550704990193,1.860896014650002,-0.3632635424655077,South,Home Office,Online,Basic,1
-1.11622436966607,1.2730395154383336,1.3534664493556166,1.3216419354125657,-2.439361624692736,1.5130355661478352,North,Corporate,Online,Basic,1
-1.1355191887338143,0.3739930913621138,1.0682392070974336,0.7314333538101149,-0.7299818431204274,0.5359532149738055,West,Consumer,Online,Basic,1
-0.5076268421692888,0.6179272439494601,0.2702382460809247,0.728249543066948,-1.201760523182348,0.5048181999142156,West,Consumer,Distributor,Standard,1
-1.0692331816016192,-0.2760886545032484,2.091019961977215,0.1433485411181424,0.6717723215741791,0.0152611955907293,South,Consumer,Retail,Standard,1
-2.6897314044420737,0.1527014088973286,2.0498313742993157,1.7802507989364147,-0.127910455737801,-0.9137239134988908,North,Consumer,Distributor,Standard,0
2.033393764304247,1.549416425759613,0.4181362613026131,-0.232518436604705,-1.0214273507639438,1.2076154545802915,South,Corporate,Distributor,Standard,1
-0.7158871702302767,1.3169361940285498,0.0479687063929545,1.0141251757096308,-0.4801110734161788,0.6288239494522212,North,Corporate,Online,Standard,1
-1.7275714598785976,-0.8943118639510241,-1.997948042153368,1.150703224183185,-3.0435523400829685,-0.1912141235731226,East,Corporate,Distributor,Premium,1
-1.1187374986587688,1.222559851924132,-0.4592348639028592,1.5168676618975503,0.8695192266858197,-1.0902561809231757,East,Corporate,Distributor,Premium,0
-3.2306697841598604,0.8359853566638935,-0.5627028787156235,2.283615757786813,-2.7991290682440617,1.1712172987854312,West,Home Office,Online,Standard,1
-0.976671679441705,1.926584899308817,0.5085038329673268,1.884207357350261,1.935380640741343,-1.7504009694007086,,Corporate,Distributor,Standard,0
-0.594054329258437,-0.560526427271135,-1.8458048344562277,-1.3921926544575332,2.504537936360065,1.526853016958173,East,Consumer,Distributor,Basic,0
-2.0062128250399587,-1.750799858850209,-0.3367023903187993,-0.7541381344741205,0.5751051232254418,1.0605282661373043,East,Consumer,Distributor,Basic,0
-2.258902887929478,0.4357449812860665,-0.6515914283373148,1.6399804271664211,0.364478056377824,-0.9550851228712433,North,Corporate,Distributor,Basic,0
-0.0419125762719263,0.3702193140926925,-1.8787460462457508,-0.1886324202466058,1.860822523633082,-0.1402400382731355,North,Consumer,Distributor,Basic,0
-1.279243549290447,3.804900698821624,-1.0981984156611653,4.609655259975488,0.4889750254282317,-4.161001360211012,South,Corporate,Distributor,Premium,0
1.2346799891993474,1.079800560567886,-0.1608954118026777,-0.0797137673032278,-1.3949328034693091,1.2774878544291668,West,Consumer,Distributor,Premium,1
-0.3435745457930685,1.1962618149846271,-0.3582499801085367,0.7431335486822711,-1.3475599958601931,1.223107103847468,South,Consumer,Retail,Basic,1
-0.2929962559760234,1.689007733894147,0.5096754226889362,1.72146080282548,-1.1750315858958222,-0.5150702182806739,West,Consumer,Distributor,Basic,1
1.629997298515415,1.043455119033908,1.014142283069308,-0.0520003032583248,-0.3821288829669749,0.0903001930977572,North,Consumer,Retail,Premium,1
-1.2176173561930344,0.2529464708265269,-0.318122581493269,0.968986840418794,-1.712779695048019,0.5098332517303577,South,Corporate,Retail,Basic,1
-0.5172562403566703,1.7693416343032011,-0.1286413996858703,1.1461456365527627,-0.9695858349616024,1.0669776546844487,West,Corporate,Distributor,Standard,1
-1.2748016455044575,0.0756568251892952,1.3724180827601142,0.317974644186199,1.312103879498299,-0.0575997138412722,South,Corporate,Online,Premium,0
-2.556878758890992,-0.0133696434694253,-0.3784037763066152,2.594582350601542,-1.7285026783582926,-2.20507909400439,South,Consumer,Distributor,,0
-2.251536423590157,1.5840763308607548,-0.0745824507601038,1.3089802640613395,-0.4264589394101353,1.979869549410665,South,Consumer,Retail,Basic,1
1.4875392258521491,0.9460633206618791,0.186160101309213,-0.4840619666444236,-1.3261019652199686,1.7091156843720436,South,Consumer,Retail,Premium,1
-2.481777190856401,-0.1387442727884398,-0.197332932479669,2.1701273713033133,-0.9397068615274776,-1.9705032620511884,West,Home Office,Online,Basic,0
-0.7008759540659852,-1.072897042077129,1.1367751123153649,0.9472515847966868,-1.5638049418344475,-2.0302214698852143,West,Corporate,Online,Premium,0
1.118140911713162,,0.5214796244052945,0.2462433087845001,-1.1670947784509873,0.6251468742851125,North,Corporate,Distributor,Standard,1
-0.4592354435782535,0.3739630181923581,0.9541589395071716,0.1140119406875863,1.0381470108319149,0.1305551429814386,North,Corporate,Retail,Standard,0
0.4558177279635753,2.8129128751332755,-0.976403916364519,2.293498228413269,1.3374929178174677,-2.617166673902543,East,Consumer,Online,Premium,0
0.29181062931722,-1.8634322628410835,-1.0353969518182482,-1.527050342456715,-0.1308168825397617,0.6260585173414062,South,Home Office,Retail,,0
-0.0710521690040737,1.496849881259566,-0.2532605158999807,0.9528109779191574,-0.9086196897965346,0.5949186673918492,East,Home Office,Retail,Basic,1
0.0600897141942642,-0.3234303421949382,0.1999587090334888,-1.2513871481656298,1.713049387890914,1.32015561714829,East,Consumer,Distributor,Basic,0
0.3049300849707375,1.4738580179491605,0.4841005553069612,0.6469338970341099,-0.7061935602455738,0.7380849707427783,East,Corporate,Retail,Standard,1
0.4139001319828979,2.436246511333155,-2.197761298527095,1.1387875893942625,-0.3137453005306309,0.6210645495469722,South,Home Office,Online,Premium,1
-0.0254947840713105,2.227598000944897,0.8558756554630795,1.8151174721953809,1.1669280466954814,-1.7130393551621648,East,Consumer,Retail,Standard,0
-3.1390015734069743,1.037481207346982,2.402426899783205,1.7504099840746066,-1.7067571304454323,1.9277747032107075,North,Consumer,Online,Standard,1
1.731172749278569,-3.0292593071620604,0.4954513223857705,-2.0520769175644644,-1.9065008885666117,-0.308266084760046,West,Home Office,Retail,Standard,0
-1.544069145864391,2.504634641870797,0.3245620086002904,3.228234911903406,1.0926628541308927,-2.905622396218387,West,Home Office,Online,Basic,0
1.28353372855388,1.6222194911679542,-1.094603245499429,-0.0629914894807128,-2.9313046320109075,2.9378397554018028,North,Consumer,Distributor,Standard,1
-0.5191689809850473,0.2790207008170747,-0.612533289644204,0.1539341481440225,-0.5466031203470465,0.9585717851869988,North,Corporate,Online,Premium,1
-0.5674932268003852,-1.409060559426528,-0.038081843326243,0.50000098430435,-1.6027062647471055,-1.5939861619653772,North,Home Office,Retail,Premium,0
0.4711146497630476,0.6609300538577273,-2.3308713379953465,0.1491438285755552,0.4385984710292019,-0.1797277193628133,East,Consumer,Retail,Basic,1
-0.5065109332691651,-1.9517729277782252,-0.0280087172191894,-0.3052833620803881,,-0.9050303525897478,South,Home Office,Online,Basic,0
-2.861640844025737,0.0366217056855238,2.030184884177797,2.381946864260563,-0.3864033653395121,-2.1412444343119645,North,Consumer,Online,Standard,0
-0.5008543153895468,,-0.7284095680108013,0.1142324009442681,0.8871128615516537,0.4518481449042193,North,Corporate,Retail,Premium,0
-0.5915286005770801,1.9209543363211308,-2.048575947718334,1.785710540465118,0.8183469319824952,-1.2502715813038312,West,Consumer,Distributor,Premium,0
-3.365139220660619,-0.6871841626620032,0.2290781248133194,1.1770621931019556,1.0600378037056986,-0.7266804166720693,East,Corporate,Online,Basic,0
1.3227276738294074,-2.424380719184186,-0.6416939041965991,-2.3280699813140964,-1.1663437951423918,1.2031249347508233,North,Home Office,Retail,Standard,0
0.084552317127502,0.983647174312486,0.8914630022951288,-0.1354426646109616,2.416004282035089,0.1410439150295153,West,Corporate,Distributor,Basic,0
1.3591359149274462,1.5097947800063474,-1.1737153805592206,0.1550432923753124,-0.5924906332880076,0.7135596112790397,South,Home Office,Distributor,Standard,1
0.7499121593907989,1.69849338041431,1.6643319029403252,0.6110269747880632,-4.214915115971902,2.861091888933397,South,Home Office,Retail,Premium,1
-4.328086852177868,-0.8325115763517006,-0.2950535502880478,1.5441641119583522,-2.5985058846246027,1.553941441930006,East,Home Office,Online,Premium,1
-1.677697363004937,0.3951007516905733,-0.8650214014272511,0.9135329569618716,0.7165037344904648,-0.1716467296157982,North,Consumer,Online,Standard,0
-0.40235173528562,3.1890181954877934,0.3892767351203681,2.9440087594317044,1.0398998798619206,-2.464359664731269,East,Corporate,Distributor,Standard,0
1.038566524601519,1.2666666521224283,0.2460658426246459,-0.6150576018435507,0.2723076222464931,1.973265961478809,West,Corporate,Distributor,Premium,1
-0.2801953288649972,0.3338670543428058,0.2938857209567047,0.1210418112673102,-0.3630337539262485,0.7378801687868597,East,Corporate,Distributor,Basic,1
-0.0823458597360653,1.319800667987498,1.028887167636907,0.7213175465181505,-0.8548065164838945,0.858110269324826,North,Corporate,Retail,Standard,1
-0.0084318034204526,1.3644582401886425,0.1446751230068501,0.5069517735968035,0.5515300525848021,0.4620681030272229,East,Corporate,Retail,Basic,1
-1.6383583855912265,0.0705764898908929,2.443884514225986,0.8451495118650264,0.9953174789865608,-0.7019387976968554,North,Home Office,Distributor,Standard,0
-1.7848865768554858,0.1822199704007389,0.3180300606233304,1.5706523635364351,-2.222450433306593,-0.0598619111767324,East,Home Office,Online,Standard,1
-1.7484771703507795,-0.9368766327732184,0.718727268137449,0.2812447106036448,-1.916180774543872,1.0994127178254576,North,Corporate,Retail,Basic,1
0.4762228087805503,0.99721785278973,-0.8679235589636166,0.3530294581813777,-1.073675308749236,0.7750618868572968,South,Home Office,Distributor,Premium,1
2.819106914857211,1.177969826956106,-0.8053714471026653,-0.5404434389814209,-1.3808283812209905,0.7507160680599855,North,Consumer,Online,Premium,1
0.8076035273896774,-0.1611066272839367,0.2796306982242109,-0.4510969369769129,-1.0864733552103054,0.6166325620066113,North,Home Office,Online,Basic,1
-0.8171048526337585,-0.8234499425817712,0.0683690307024883,-1.5289958529649117,2.1758738371604163,1.915668376408345,West,Home Office,Online,Standard,0
0.0282849824901079,0.0657328379774426,-0.455609399916096,0.5332519367098327,-2.274013053712586,0.2417003657301244,East,Consumer,Retail,Premium,1
